epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7294363379478455,0.0010000000474974513,0.7244905829429626,0.7223898768424988,0.6796736717224121
1,0.929478645324707,0.0010000000474974513,0.20959419012069702,0.8859384655952454,0.35745227336883545
2,0.9586911797523499,0.0010000000474974513,0.12580379843711853,0.9487024545669556,0.16355597972869873
3,0.9725414514541626,0.0010000000474974513,0.08638952672481537,0.9293904900550842,0.21004608273506165
4,0.9804947376251221,0.0010000000474974513,0.06287097930908203,0.9601689577102661,0.15554003417491913
5,0.9842143654823303,0.0010000000474974513,0.050877273082733154,0.9595654606819153,0.14039117097854614
6,0.9857868552207947,0.0010000000474974513,0.04529759660363197,0.9625830054283142,0.1289069503545761
7,0.9879642128944397,0.0010000000474974513,0.036642465740442276,0.9619795083999634,0.14519357681274414
8,0.9908068180084229,0.0010000000474974513,0.028798673301935196,0.9613759517669678,0.1490173190832138
9,0.9911394715309143,0.0010000000474974513,0.0288787093013525,0.9674109816551208,0.12502525746822357
10,0.9929236769676208,0.0010000000474974513,0.023014245554804802,0.9656004905700684,0.14377442002296448
11,0.9932563304901123,0.0010000000474974513,0.023034101352095604,0.96680748462677,0.13306905329227448
12,0.9934679865837097,0.0010000000474974513,0.022130724042654037,0.96680748462677,0.1618550717830658
13,0.9942845106124878,0.0010000000474974513,0.017526542767882347,0.9625830054283142,0.18580538034439087
14,0.9945566654205322,0.0010000000474974513,0.017573963850736618,0.9680144786834717,0.16150255501270294
15,0.9977017045021057,0.0005000000237487257,0.009207271039485931,0.9746530055999756,0.13624440133571625
16,0.9977319240570068,0.0005000000237487257,0.00787460245192051,0.9782739877700806,0.14180521667003632
17,0.9977319240570068,0.0005000000237487257,0.008305366151034832,0.9764634966850281,0.14289748668670654
18,0.9977622032165527,0.0005000000237487257,0.0073084053583443165,0.9722389578819275,0.1623874455690384
19,0.9978529214859009,0.0005000000237487257,0.007593896239995956,0.9794809818267822,0.12560388445854187
