epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9289517402648926,0.2141621708869934,0.001,0.9172816872596741,0.2896765470504761
1,0.9757918119430542,0.0803278461098671,0.001,0.9471094608306885,0.1905316412448883
2,0.9834161996841431,0.05702458694577217,0.001,0.9511070251464844,0.20461636781692505
3,0.9867779612541199,0.044836197048425674,0.001,0.9437269568443298,0.2531767785549164
4,0.9905901551246643,0.03308264538645744,0.001,0.9554120302200317,0.2216726690530777
5,0.9917000532150269,0.029270563274621964,0.001,0.9480319619178772,0.2855309844017029
6,0.9970725178718567,0.010683946311473846,0.00020000001,0.9649446606636047,0.21041683852672577
7,0.9980697631835938,0.006219967268407345,0.00020000001,0.9667896628379822,0.21190914511680603
8,0.9989222884178162,0.004090348724275827,0.00020000001,0.9637146592140198,0.2715808153152466
9,0.9987614154815674,0.004659503698348999,0.00020000001,0.9667896628379822,0.21820227801799774
10,0.9995496273040771,0.0019862439949065447,4.0000003e-05,0.9634071588516235,0.2566770315170288
11,0.9996622204780579,0.0015591885894536972,4.0000003e-05,0.9664821624755859,0.25085973739624023
12,0.9997426271438599,0.0012130371760576963,4.0000003e-05,0.9667896628379822,0.2618497312068939
13,0.9998230338096619,0.001071175909601152,4.0000003e-05,0.9649446606636047,0.2813926339149475
14,0.9998552203178406,0.0008914442150853574,8.000001e-06,0.9649446606636047,0.2832942008972168
15,0.9997909069061279,0.001225536921992898,8.000001e-06,0.9655596613883972,0.2791920304298401
16,0.9998552203178406,0.0007966238772496581,8.000001e-06,0.9658671617507935,0.28316348791122437
