epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7299364805221558,0.8202039003372192,0.001,0.5579227805137634,1.2750056982040405
1,0.8655516505241394,0.45284733176231384,0.001,0.7137150168418884,0.8493490815162659
2,0.8883702754974365,0.37469226121902466,0.001,0.7549933195114136,0.7692835330963135
3,0.8966679573059082,0.33253246545791626,0.001,0.7869507074356079,0.6250802874565125
4,0.8942046165466309,0.3372091054916382,0.001,0.7589880228042603,0.7068687081336975
5,0.8977051973342896,0.3148563802242279,0.001,0.7962716221809387,0.6877081394195557
6,0.8818877339363098,0.3972759544849396,0.001,0.6671105027198792,0.841215193271637
7,0.8436406254768372,0.4810579717159271,0.001,0.7709720134735107,0.6472112536430359
8,0.8948528170585632,0.3290870189666748,0.001,0.7949400544166565,0.5535732507705688
9,0.923246443271637,0.24401479959487915,0.001,0.8575233221054077,0.4272429645061493
10,0.9342668056488037,0.20277521014213562,0.001,0.8348867893218994,0.5013887286186218
11,0.9443796277046204,0.1702779233455658,0.001,0.893475353717804,0.3057313859462738
12,0.95475172996521,0.137586310505867,0.001,0.8908122777938843,0.3126416802406311
13,0.9592894911766052,0.12482087314128876,0.001,0.8908122777938843,0.3713951110839844
14,0.9544923901557922,0.13637158274650574,0.001,0.8988016247749329,0.2882404625415802
15,0.9692726731300354,0.09496505558490753,0.001,0.8841544389724731,0.37960517406463623
16,0.9386749863624573,0.19414478540420532,0.001,0.8921437859535217,0.3620496988296509
17,0.9583819508552551,0.1251123994588852,0.001,0.8948069214820862,0.3487091660499573
18,0.9686244130134583,0.10163779556751251,0.001,0.9254327416419983,0.2401641309261322
19,0.9719953536987305,0.08735833317041397,0.001,0.9227696657180786,0.30157366394996643
20,0.9756255745887756,0.07228711247444153,0.001,0.9280958771705627,0.24906447529792786
21,0.9758848547935486,0.07004721462726593,0.001,0.9187749624252319,0.2604037821292877
22,0.9791261553764343,0.06969016790390015,0.001,0.9360852241516113,0.214910089969635
23,0.9795150756835938,0.06071415916085243,0.001,0.929427444934845,0.23129300773143768
24,0.985608696937561,0.04773079603910446,0.001,0.9374167919158936,0.20373836159706116
25,0.9862569570541382,0.043257471174001694,0.001,0.9307590126991272,0.23441553115844727
26,0.9882017374038696,0.03849413990974426,0.001,0.9454061388969421,0.2213452309370041
27,0.9887203574180603,0.04104600474238396,0.001,0.9360852241516113,0.24097053706645966
28,0.9753662943840027,0.07377563416957855,0.001,0.9241011738777161,0.33177462220191956
29,0.9792557954788208,0.06268760561943054,0.001,0.9307590126991272,0.26011690497398376
30,0.9865162968635559,0.03943623974919319,0.0005,0.9347536563873291,0.22196246683597565
31,0.9913133382797241,0.027536936104297638,0.0005,0.9507323503494263,0.19794172048568726
32,0.9920912981033325,0.0259272288531065,0.0005,0.9414114356040955,0.22025468945503235
33,0.9935174584388733,0.020973756909370422,0.0005,0.9427430033683777,0.20001110434532166
34,0.9942953586578369,0.016983535140752792,0.0005,0.9427430033683777,0.25865140557289124
35,0.9971476793289185,0.011557592079043388,0.0005,0.9587216973304749,0.19852672517299652
36,0.9867755770683289,0.0491412989795208,0.0005,0.9374167919158936,0.2548728883266449
37,0.9942953586578369,0.018053317442536354,0.00025,0.949400782585144,0.2209462672472
38,0.9958511590957642,0.01313882414251566,0.00025,0.9520639181137085,0.20098401606082916
39,0.9976662993431091,0.010306867770850658,0.00025,0.9507323503494263,0.21966597437858582
40,0.9961104393005371,0.012517395429313183,0.00025,0.9414114356040955,0.3109022080898285
41,0.9928691983222961,0.025618530809879303,0.00025,0.949400782585144,0.26028621196746826
