epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.4720601439476013,0.0010000000474974513,1.4224175214767456,0.23701730370521545,1.5187859535217285
1,0.6482561826705933,0.0010000000474974513,1.1104004383087158,0.46737682819366455,1.2446370124816895
2,0.717100977897644,0.0010000000474974513,1.022784948348999,0.6884154677391052,1.0402030944824219
3,0.7528847455978394,0.0010000000474974513,0.9071024656295776,0.6178428530693054,0.954510509967804
4,0.7797225713729858,0.0010000000474974513,0.8710020780563354,0.7070572376251221,0.8231257796287537
5,0.7841306924819946,0.0010000000474974513,0.8216422200202942,0.6750998497009277,0.8615867495536804
6,0.7808893918991089,0.0010000000474974513,0.8100038170814514,0.7683089375495911,0.7297571301460266
7,0.8222481608390808,0.0010000000474974513,0.7413754463195801,0.7749667167663574,0.7245149612426758
8,0.8453260660171509,0.0010000000474974513,0.6754142045974731,0.8149134516716003,0.5706188678741455
9,0.8680150508880615,0.0010000000474974513,0.5980992913246155,0.8548601865768433,0.5068761706352234
10,0.8623104095458984,0.0010000000474974513,0.6046342849731445,0.757656455039978,0.6751667261123657
11,0.8022818565368652,0.0010000000474974513,0.7688508629798889,0.808255672454834,0.5742286443710327
12,0.8095423579216003,0.0010000000474974513,0.6576870083808899,0.7949400544166565,0.6847825050354004
13,0.8531051278114319,0.0010000000474974513,0.6055729985237122,0.8455392718315125,0.46472659707069397
14,0.8909633159637451,0.0010000000474974513,0.5048244595527649,0.8948069214820862,0.3939986824989319
15,0.8817580938339233,0.0010000000474974513,0.49125829339027405,0.8641811013221741,0.43729814887046814
16,0.8728121519088745,0.0010000000474974513,0.46972471475601196,0.889480710029602,0.3290286958217621
17,0.9001685380935669,0.0010000000474974513,0.4295896589756012,0.8508654832839966,0.4351474344730377
18,0.9034098386764526,0.0010000000474974513,0.39670076966285706,0.8908122777938843,0.3345128297805786
19,0.9283028841018677,0.0010000000474974513,0.33694568276405334,0.8961384892463684,0.31632137298583984
20,0.915208101272583,0.0010000000474974513,0.3442399203777313,0.8961384892463684,0.3217833340167999
21,0.9319331049919128,0.0010000000474974513,0.31534451246261597,0.9094540476799011,0.2698574662208557
22,0.9315441250801086,0.0010000000474974513,0.2909846901893616,0.9121171832084656,0.26715466380119324
23,0.920264482498169,0.0010000000474974513,0.3843671381473541,0.9054594039916992,0.3256831765174866
24,0.8599766492843628,0.0010000000474974513,0.5509271621704102,0.8695073127746582,0.3904871642589569
25,0.8971865773200989,0.0010000000474974513,0.4203656315803528,0.8695073127746582,0.4286038279533386
26,0.9222092628479004,0.0010000000474974513,0.34425950050354004,0.9107856154441833,0.2859395742416382
27,0.9231168031692505,0.0010000000474974513,0.32258135080337524,0.9067909717559814,0.28444263339042664
28,0.9346557855606079,0.0005000000237487257,0.2873019874095917,0.9320905208587646,0.21287336945533752
29,0.9450278878211975,0.0005000000237487257,0.2414916604757309,0.9334220886230469,0.21260234713554382
30,0.9480098485946655,0.0005000000237487257,0.22824972867965698,0.9347536563873291,0.19780173897743225
31,0.9518994092941284,0.0005000000237487257,0.21963541209697723,0.9320905208587646,0.2264719158411026
32,0.948139488697052,0.0005000000237487257,0.23344124853610992,0.9254327416419983,0.22535739839076996
33,0.9516400694847107,0.0005000000237487257,0.20559875667095184,0.9387483596801758,0.19731974601745605
34,0.9586412310600281,0.0005000000237487257,0.19809545576572418,0.9374167919158936,0.19058765470981598
35,0.9511215090751648,0.0005000000237487257,0.19754117727279663,0.9427430033683777,0.18556131422519684
36,0.9590302109718323,0.0005000000237487257,0.18395251035690308,0.9360852241516113,0.1987437605857849
37,0.9563075304031372,0.0005000000237487257,0.20659413933753967,0.91478031873703,0.2712271213531494
38,0.9480098485946655,0.0005000000237487257,0.22936950623989105,0.9280958771705627,0.253924161195755
39,0.9531959295272827,0.0005000000237487257,0.20955291390419006,0.9400798678398132,0.20493139326572418
40,0.960715651512146,0.0005000000237487257,0.1790499985218048,0.9307590126991272,0.2247866541147232
41,0.9627900719642639,0.0002500000118743628,0.1638975888490677,0.9480692148208618,0.19904910027980804
42,0.9631790518760681,0.0002500000118743628,0.1638091653585434,0.949400782585144,0.18765220046043396
43,0.9681057929992676,0.0002500000118743628,0.14025545120239258,0.9454061388969421,0.18886296451091766
44,0.9705691933631897,0.0002500000118743628,0.15543846786022186,0.9427430033683777,0.19697412848472595
45,0.9677168130874634,0.0002500000118743628,0.151961550116539,0.9440745711326599,0.19501431286334991
