epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5031750202178955,1.3491346836090088,0.001,0.45077720284461975,1.4237922430038452
1,0.742951512336731,0.8807356357574463,0.001,0.7538859844207764,0.7883331775665283
2,0.7940055727958679,0.7312313914299011,0.001,0.8160621523857117,0.6214060187339783
3,0.8341376781463623,0.6624031066894531,0.001,0.8419688940048218,0.561275839805603
4,0.8757937550544739,0.5100225210189819,0.001,0.8549222946166992,0.42807212471961975
5,0.9032257795333862,0.4432571232318878,0.001,0.8626943230628967,0.3976033627986908
6,0.9044958353042603,0.42791545391082764,0.001,0.7176165580749512,0.805259644985199
7,0.9288798570632935,0.32277530431747437,0.001,0.7202072739601135,0.7826249003410339
8,0.931165874004364,0.2995247542858124,0.001,0.7979274392127991,0.5965644121170044
9,0.9502158761024475,0.22952300310134888,0.001,0.9170984625816345,0.31129223108291626
10,0.9220218658447266,0.35438477993011475,0.001,0.7746114134788513,0.6105896234512329
11,0.9530099034309387,0.22287149727344513,0.001,0.8601036071777344,0.5221076607704163
12,0.9215138554573059,0.37038251757621765,0.001,0.9041450619697571,0.36434149742126465
13,0.9324358701705933,0.26041725277900696,0.001,0.9196891188621521,0.2648293375968933
14,0.9555498957633972,0.20443467795848846,0.001,0.9430052042007446,0.19654841721057892
15,0.9547879099845886,0.18665096163749695,0.001,0.8549222946166992,0.5591615438461304
16,0.9723139405250549,0.1403922289609909,0.001,0.8626943230628967,0.4872601330280304
17,0.9692659378051758,0.13394004106521606,0.001,0.9145077466964722,0.33908331394195557
18,0.9636779427528381,0.17499850690364838,0.001,0.9119170904159546,0.3226814568042755
19,0.965455949306488,0.12218641489744186,0.001,0.9404144883155823,0.2524462938308716
20,0.9918720126152039,0.05170771852135658,0.0005,0.9404144883155823,0.268020898103714
21,0.9931420087814331,0.04669656604528427,0.0005,0.9352331757545471,0.24611984193325043
22,0.9890779852867126,0.048783078789711,0.0005,0.9378238320350647,0.26729482412338257
23,0.9911099672317505,0.041811127215623856,0.0005,0.9455958604812622,0.27821341156959534
24,0.9923799633979797,0.04195728525519371,0.0005,0.9404144883155823,0.29986387491226196
