epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.778814971446991,0.6752464771270752,0.001,0.7190412878990173,0.9000773429870605
1,0.8905743360519409,0.3498968183994293,0.001,0.7496671080589294,0.722522497177124
2,0.918449342250824,0.26261016726493835,0.001,0.8135818839073181,0.5248482823371887
3,0.9311552047729492,0.21939943730831146,0.001,0.8415446281433105,0.4527188837528229
4,0.9486581087112427,0.17503038048744202,0.001,0.8961384892463684,0.3408978581428528
5,0.9569557905197144,0.14152295887470245,0.001,0.8655126690864563,0.5675215721130371
6,0.9556592702865601,0.14432822167873383,0.001,0.8974700570106506,0.3459731638431549
7,0.9716063737869263,0.09908892959356308,0.001,0.9227696657180786,0.23131167888641357
8,0.9729028940200806,0.08903542906045914,0.001,0.9027962684631348,0.38903528451919556
9,0.9738104343414307,0.09255664795637131,0.001,0.9254327416419983,0.24876929819583893
10,0.9753662943840027,0.08381962776184082,0.001,0.9121171832084656,0.36130741238594055
11,0.9732918739318848,0.0904669389128685,0.001,0.9360852241516113,0.26267462968826294
12,0.9752365946769714,0.08547846972942352,0.001,0.9187749624252319,0.38540828227996826
13,0.9843121767044067,0.05548440292477608,0.0005,0.9414114356040955,0.21519285440444946
14,0.9897575378417969,0.03677263483405113,0.0005,0.9533954858779907,0.23473495244979858
15,0.9909244179725647,0.031012220308184624,0.0005,0.9520639181137085,0.2023393213748932
16,0.9941657185554504,0.019834691658616066,0.0005,0.9587216973304749,0.19418145716190338
17,0.9944249987602234,0.02092241309583187,0.0005,0.9573901295661926,0.21907849609851837
18,0.9926098585128784,0.025579558685421944,0.0005,0.9467377066612244,0.22159267961978912
19,0.9927395582199097,0.02716742642223835,0.0005,0.9600532650947571,0.20571750402450562
20,0.9950732588768005,0.01922205276787281,0.0005,0.9613848328590393,0.1815723180770874
21,0.9940360188484192,0.01922476477921009,0.0005,0.9520639181137085,0.2372351735830307
22,0.9942953586578369,0.01913081295788288,0.0005,0.9573901295661926,0.20825892686843872
23,0.9929988384246826,0.021125368773937225,0.0005,0.9467377066612244,0.291934072971344
24,0.9957215189933777,0.016317017376422882,0.0005,0.9533954858779907,0.2410416305065155
25,0.9897575378417969,0.05295352637767792,0.0005,0.91478031873703,0.31987181305885315
26,0.9870348572731018,0.04484063386917114,0.00025,0.9573901295661926,0.23280856013298035
27,0.9950732588768005,0.020512180402874947,0.00025,0.9627164006233215,0.23090718686580658
28,0.9958511590957642,0.015094849281013012,0.00025,0.9560585618019104,0.24944357573986053
29,0.9977959394454956,0.009590515866875648,0.00025,0.9560585618019104,0.26000866293907166
30,0.9983145594596863,0.009114710614085197,0.00025,0.9627164006233215,0.20524178445339203
