epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7109473943710327,0.9633302688598633,0.001,0.7150259017944336,1.1596825122833252
1,0.8592837452888489,0.6114524602890015,0.001,0.8005181550979614,0.7111716270446777
2,0.8793497681617737,0.4970982074737549,0.001,0.8264248967170715,0.5564860701560974
3,0.9100838303565979,0.3709845542907715,0.001,0.7849740982055664,0.5244064927101135
4,0.9222758412361145,0.3195470869541168,0.001,0.6839378476142883,0.8937360644340515
5,0.9258318543434143,0.2795509397983551,0.001,0.7487046718597412,0.6950083374977112
6,0.9423418641090393,0.24393390119075775,0.001,0.8341968655586243,0.49964749813079834
7,0.9382779002189636,0.2322121262550354,0.001,0.8341968655586243,0.4339536726474762
8,0.9466599225997925,0.21479305624961853,0.001,0.8834196925163269,0.3356754183769226
9,0.95402592420578,0.1666470766067505,0.001,0.8963730335235596,0.3218325078487396
10,0.9598678946495056,0.1468757838010788,0.001,0.8834196925163269,0.28729867935180664
11,0.9639319181442261,0.14147107303142548,0.001,0.7098445892333984,0.9502929449081421
12,0.9682499170303345,0.1248500645160675,0.001,0.8160621523857117,0.5749713182449341
13,0.9695199131965637,0.11418098956346512,0.001,0.8704662919044495,0.35376569628715515
14,0.965709924697876,0.11494888365268707,0.001,0.893782377243042,0.4132126271724701
15,0.9751079678535461,0.09048919379711151,0.001,0.7953367829322815,0.7605531811714172
16,0.9845059514045715,0.059915151447057724,0.0005,0.9015544056892395,0.3645593822002411
17,0.9865379929542542,0.04826630279421806,0.0005,0.909326434135437,0.29492178559303284
18,0.9918720126152039,0.030439035966992378,0.0005,0.909326434135437,0.281111478805542
19,0.9865379929542542,0.04334885999560356,0.0005,0.8471502661705017,0.5034970045089722
20,0.9944120049476624,0.028307652100920677,0.0005,0.9145077466964722,0.26755180954933167
21,0.993649959564209,0.027131427079439163,0.0005,0.9222797751426697,0.271939754486084
22,0.9946659803390503,0.028034694492816925,0.0005,0.9119170904159546,0.3010376989841461
23,0.9911099672317505,0.028637515380978584,0.0005,0.9041450619697571,0.30697301030158997
24,0.9913640022277832,0.03447406366467476,0.0005,0.7694300413131714,0.9048745036125183
25,0.9918720126152039,0.026851298287510872,0.0005,0.9170984625816345,0.2921922206878662
26,0.9974600076675415,0.01758779212832451,0.00025,0.9222797751426697,0.27378371357917786
27,0.9982219934463501,0.011951194144785404,0.00025,0.9145077466964722,0.2731805443763733
28,0.9964439868927002,0.014221749268472195,0.00025,0.924870491027832,0.28232577443122864
29,0.9961900115013123,0.016639553010463715,0.00025,0.924870491027832,0.23693637549877167
30,0.9979680180549622,0.013336051255464554,0.00025,0.9326424598693848,0.2582024037837982
31,0.9969519972801208,0.011523190885782242,0.00025,0.924870491027832,0.2312227189540863
32,0.998475968837738,0.008467194624245167,0.00025,0.9326424598693848,0.22911690175533295
33,0.9939039945602417,0.017198922112584114,0.00025,0.8886010646820068,0.39890170097351074
34,0.9941579699516296,0.0181338619440794,0.00025,0.9300518035888672,0.2572604715824127
35,0.9954279661178589,0.01716257631778717,0.00025,0.9067357778549194,0.35189202427864075
36,0.9982219934463501,0.011781497858464718,0.00025,0.9145077466964722,0.28344660997390747
37,0.9972059726715088,0.009374041110277176,0.00025,0.9300518035888672,0.25445401668548584
38,0.9966980218887329,0.00951001513749361,0.000125,0.9196891188621521,0.27039074897766113
39,0.998475968837738,0.007300049997866154,0.000125,0.9404144883155823,0.24766574800014496
40,0.998475968837738,0.00724143348634243,0.000125,0.9145077466964722,0.30943605303764343
41,0.9989839792251587,0.007970794104039669,0.000125,0.9274611473083496,0.2463495135307312
42,0.9979680180549622,0.009592795744538307,0.000125,0.9300518035888672,0.25495272874832153
