epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6830470561981201,0.0010000000474974513,0.8555997610092163,0.37054917216300964,1.2266910076141357
1,0.8227591514587402,0.0010000000474974513,0.51275235414505,0.6940253376960754,0.8100202679634094
2,0.8852969408035278,0.0010000000474974513,0.34689658880233765,0.8412794470787048,0.46586140990257263
3,0.9271198511123657,0.0010000000474974513,0.22999823093414307,0.8968014717102051,0.32687076926231384
4,0.9377948641777039,0.0010000000474974513,0.20216777920722961,0.8527459502220154,0.4599483013153076
5,0.9597495794296265,0.0010000000474974513,0.13026726245880127,0.9511165022850037,0.16733326017856598
6,0.9618362188339233,0.0010000000474974513,0.12055623531341553,0.9354254603385925,0.1986999213695526
7,0.9667049646377563,0.0010000000474974513,0.10660548508167267,0.9438744783401489,0.1925393044948578
8,0.9722087979316711,0.0010000000474974513,0.0824258103966713,0.9583584666252136,0.13842874765396118
9,0.9761400818824768,0.0010000000474974513,0.07436074316501617,0.9299939870834351,0.2276405245065689
10,0.9793456196784973,0.0010000000474974513,0.06631715595722198,0.9656004905700684,0.13617274165153503
11,0.9778940081596375,0.0010000000474974513,0.0706600621342659,0.9686179757118225,0.11837911605834961
12,0.9803737998008728,0.0010000000474974513,0.06239208206534386,0.9589619636535645,0.1422862857580185
13,0.9825208783149719,0.0010000000474974513,0.05628278851509094,0.9625830054283142,0.1471802443265915
14,0.9850308299064636,0.0010000000474974513,0.05116962268948555,0.9601689577102661,0.14092350006103516
15,0.9865126609802246,0.0010000000474974513,0.042468659579753876,0.9649969935417175,0.12630881369113922
16,0.9858775734901428,0.0010000000474974513,0.04711814597249031,0.9643934965133667,0.14681266248226166
17,0.9903229475021362,0.0005000000237487257,0.0300105232745409,0.9680144786834717,0.1409357786178589
18,0.9920467138290405,0.0005000000237487257,0.025774279609322548,0.9716354608535767,0.12862786650657654
19,0.9936192035675049,0.0005000000237487257,0.022599613294005394,0.9734460115432739,0.11991739273071289
20,0.9919257164001465,0.0005000000237487257,0.028257515281438828,0.9716354608535767,0.12287946790456772
21,0.9939820766448975,0.0005000000237487257,0.022441141307353973,0.9716354608535767,0.12941397726535797
