epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8056105375289917,0.5416736006736755,0.001,0.8877613544464111,0.3263337314128876
1,0.9100998640060425,0.26304227113723755,0.001,0.9474169611930847,0.17538690567016602
2,0.9267319440841675,0.215393528342247,0.001,0.9077490568161011,0.3096032440662384
3,0.9367048144340515,0.18558335304260254,0.001,0.9474169611930847,0.17698772251605988
4,0.9426241517066956,0.16674216091632843,0.001,0.9308118224143982,0.21402059495449066
5,0.9491064548492432,0.15156716108322144,0.001,0.9455719590187073,0.1848214566707611
6,0.9629879593849182,0.11008457094430923,0.00020000001,0.9606395959854126,0.14408749341964722
7,0.9690360426902771,0.09430760890245438,0.00020000001,0.9615620970726013,0.15356028079986572
8,0.970483660697937,0.09001092612743378,0.00020000001,0.9612545967102051,0.14754921197891235
9,0.9709019064903259,0.08547577261924744,0.00020000001,0.9547970294952393,0.17011095583438873
10,0.9731860160827637,0.08168736100196838,0.00020000001,0.964022159576416,0.1423945277929306
11,0.9738132953643799,0.07797197997570038,0.00020000001,0.96248459815979,0.14310012757778168
12,0.9742637276649475,0.07691492885351181,0.00020000001,0.96248459815979,0.15219947695732117
13,0.9746497273445129,0.0752013772726059,0.00020000001,0.9603320956230164,0.15762250125408173
14,0.9750196933746338,0.07607104629278183,0.00020000001,0.9627920985221863,0.14915154874324799
15,0.9789122939109802,0.06370943784713745,4.0000003e-05,0.9655596613883972,0.1396438479423523
16,0.9787032008171082,0.0648079365491867,4.0000003e-05,0.9646371603012085,0.14207790791988373
17,0.9776898622512817,0.0660918802022934,4.0000003e-05,0.9643296599388123,0.1432589888572693
18,0.979780912399292,0.06120460480451584,4.0000003e-05,0.9683271646499634,0.14119675755500793
19,0.9798935055732727,0.06116287410259247,4.0000003e-05,0.9649446606636047,0.14041872322559357
20,0.980488657951355,0.060310643166303635,8.000001e-06,0.9664821624755859,0.13902835547924042
21,0.9795074462890625,0.058620549738407135,8.000001e-06,0.965252161026001,0.1429692655801773
22,0.9803599715232849,0.05934483930468559,8.000001e-06,0.9664821624755859,0.14203593134880066
23,0.9815020561218262,0.05649835988879204,8.000001e-06,0.9658671617507935,0.141532301902771
24,0.9809551239013672,0.05822446942329407,8.000001e-06,0.9661746621131897,0.1430734395980835
25,0.981115996837616,0.057736657559871674,1.6000001e-06,0.965252161026001,0.14249373972415924
26,0.9810516238212585,0.057724252343177795,1.6000001e-06,0.9664821624755859,0.14181625843048096
27,0.9814859628677368,0.056326039135456085,1.6000001e-06,0.9667896628379822,0.1414019614458084
28,0.9806817173957825,0.05925075337290764,1.6000001e-06,0.9667896628379822,0.1413804292678833
29,0.9807138442993164,0.05798520892858505,3.2000003e-07,0.9667896628379822,0.14163760840892792
30,0.9806012511253357,0.05907909944653511,3.2000003e-07,0.9667896628379822,0.14154930412769318
31,0.9804404377937317,0.05812137573957443,3.2000003e-07,0.9670971632003784,0.1411629319190979
32,0.9801508784294128,0.0608333945274353,3.2000003e-07,0.9661746621131897,0.1412196010351181
33,0.9817111492156982,0.05669386312365532,1e-07,0.9664821624755859,0.14212901890277863
34,0.9808586239814758,0.05765942111611366,1e-07,0.9667896628379822,0.1414920836687088
35,0.9810194969177246,0.05729275941848755,1e-07,0.9658671617507935,0.14203162491321564
