epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.46837693452835083,0.0010000000474974513,1.3922723531723022,0.34455958008766174,1.4252954721450806
1,0.7279654741287231,0.0010000000474974513,0.9622570276260376,0.7383419871330261,0.8884556293487549
2,0.8181356191635132,0.0010000000474974513,0.6958566308021545,0.6398963928222656,0.9000130295753479
3,0.8387096524238586,0.0010000000474974513,0.666061282157898,0.7849740982055664,0.6680316925048828
4,0.8569977283477783,0.0010000000474974513,0.5490681529045105,0.49481865763664246,1.537815809249878
5,0.8897637724876404,0.0010000000474974513,0.4851765036582947,0.8082901835441589,0.5647314190864563
6,0.9075438380241394,0.0010000000474974513,0.42641139030456543,0.8290155529975891,0.46184754371643066
7,0.9062738418579102,0.0010000000474974513,0.39063605666160583,0.9119170904159546,0.28421252965927124
8,0.9260858297348022,0.0010000000474974513,0.31635093688964844,0.8678756356239319,0.349502831697464
9,0.9382779002189636,0.0010000000474974513,0.25766074657440186,0.8549222946166992,0.35801464319229126
10,0.9410718679428101,0.0010000000474974513,0.2733522951602936,0.8497409224510193,0.4215995967388153
11,0.9192278385162354,0.0010000000474974513,0.3097701668739319,0.9222797751426697,0.23904846608638763
12,0.9494538903236389,0.0010000000474974513,0.21130678057670593,0.893782377243042,0.3139527142047882
13,0.9474219083786011,0.0010000000474974513,0.21991419792175293,0.8886010646820068,0.3278798460960388
14,0.9509779214859009,0.0010000000474974513,0.1905020773410797,0.8808290362358093,0.3804391622543335
15,0.9621539115905762,0.0010000000474974513,0.1672906130552292,0.8756476640701294,0.35123592615127563
16,0.9598678946495056,0.0010000000474974513,0.17039114236831665,0.8911917209625244,0.35350483655929565
17,0.9740919470787048,0.0005000000237487257,0.12102661281824112,0.9326424598693848,0.2565670609474182
18,0.9784099459648132,0.0005000000237487257,0.08842223137617111,0.9404144883155823,0.2494659423828125
19,0.9824739694595337,0.0005000000237487257,0.09107434749603271,0.9378238320350647,0.20768187940120697
20,0.9839979410171509,0.0005000000237487257,0.07770223170518875,0.9430052042007446,0.21465755999088287
21,0.988315999507904,0.0005000000237487257,0.06160492077469826,0.9404144883155823,0.2221170961856842
22,0.9878079891204834,0.0005000000237487257,0.06702571362257004,0.9533678889274597,0.19952137768268585
23,0.9890779852867126,0.0005000000237487257,0.04635857418179512,0.9430052042007446,0.28481435775756836
24,0.9842519760131836,0.0005000000237487257,0.08216985315084457,0.9404144883155823,0.25339382886886597
25,0.9827279448509216,0.0005000000237487257,0.06851580739021301,0.9274611473083496,0.32393163442611694
26,0.9878079891204834,0.0005000000237487257,0.057968415319919586,0.9430052042007446,0.2467128187417984
27,0.983489990234375,0.0005000000237487257,0.08018875867128372,0.9222797751426697,0.30474424362182617
28,0.9829819798469543,0.0002500000118743628,0.06562419980764389,0.9430052042007446,0.2733638286590576
29,0.9918720126152039,0.0002500000118743628,0.039657559245824814,0.9430052042007446,0.240354984998703
30,0.9908559918403625,0.0002500000118743628,0.042992327362298965,0.9585492014884949,0.20539194345474243
31,0.9954279661178589,0.0002500000118743628,0.027926811948418617,0.9352331757545471,0.27215373516082764
32,0.9890779852867126,0.0002500000118743628,0.04139498621225357,0.9430052042007446,0.23802240192890167
